,state_ces,district,candidate_ces,type,chamber,Unique_Project_ID,bioguide_id,Ran prior to 2019,Notes,year_ces,obs,id_lt_ces,bonica.rid,year_bonica,candidate_bonica,state_bonica,id_lt_bonica,score,state,candidate,year
7149,indiana,2.0,dan burton,Rep,,891.0,B001149,2.0,,2012.0,2.0,8.0,cand600,2012.0,danny l burton,indiana,2.0,0.93377656,,,
7150,indiana,0.0,dan coats,Sen,,1441.0,C000542,9.0,,2012.0,413.0,9.0,cand492,2012.0,daniel r coats,indiana,1.0,0.88592935,,,
7151,indiana,8.0,dave crooks,Rep,,1442.0,,2.0,,2012.0,33.0,10.0,cand42158,2012.0,david l crooks,indiana,43.0,0.9401444,,,
7152,indiana,1.0,edwin perlmutter,Rep,,702.0,P000593,1.0,,2012.0,1.0,11.0,cand68885291,2012.0,rupert,indiana,58.0,0.8575607,,,
7153,indiana,2.0,harry mitchell,Rep,,129.0,M001167,1.0,,2012.0,1.0,12.0,cand68884865,2012.0,mitch for governor campaign committee,indiana,60.0,0.8510289,,,
7154,indiana,2.0,jackie walorski,Rep,House,1452.0,W000813,9.0,,2012.0,39.0,13.0,cand36557,2012.0,jackie walorski swihart,indiana,11.0,0.954682,,,
7155,indiana,6.0,jerry costello,Rep,,434.0,C000794,1.0,,2012.0,1.0,14.0,cand707,2012.0,peter j visclosky,indiana,3.0,0.81908715,,,
7156,indiana,0.0,joe donnelly,Sen,Senate,1457.0,D000607,9.0,,2012.0,415.0,15.0,cand982,2012.0,joseph simon donnelly,indiana,5.0,0.9111774,,,
7157,indiana,4.0,"joe donnelly, sr.",Rep,,1457.0,D000607,1.0,,2012.0,1.0,16.0,cand982,2012.0,joseph simon donnelly,indiana,5.0,0.898032,,,
7158,indiana,1.0,joel phelps,Rep,,1459.0,,2.0,,2012.0,44.0,17.0,cand42042,2012.0,joel jeffrey phelps,indiana,22.0,0.94747615,,,
7159,indiana,3.0,kevin boyd,Rep,,1466.0,,2.0,,2012.0,38.0,18.0,cand50508,2012.0,kevin robert boyd,indiana,48.0,0.97290075,,,
7160,indiana,7.0,kurt schrader,Rep,,501.0,S001180,1.0,,2012.0,1.0,19.0,cand68885291,2012.0,rupert,indiana,58.0,0.8347206,,,
7161,indiana,8.0,larry bucshon,Rep,House,1467.0,B001275,11.0,,2012.0,33.0,20.0,cand1123,2012.0,larry d bucshon,indiana,18.0,0.98575497,,,
7162,indiana,4.0,larry d. bucshon,Rep,,1467.0,B001275,2.0,,2012.0,2.0,21.0,cand1123,2012.0,larry d bucshon,indiana,18.0,0.9922208,,,
7163,indiana,6.0,luke messer,Rep,House,1469.0,M001189,9.0,,2012.0,53.0,22.0,cand36550,2012.0,allen lucas messer,indiana,10.0,0.90684736,,,
7164,indiana,2.0,marlin a. stutzman,Rep,,1474.0,S001188,2.0,,2012.0,5.0,23.0,cand1091,2012.0,marlin a stutzman,indiana,12.0,0.98999137,,,
7165,indiana,3.0,marlin stutzman,Rep,House,1474.0,S001188,9.0,,2012.0,39.0,24.0,cand1091,2012.0,marlin a stutzman,indiana,12.0,0.98924893,,,
7166,indiana,3.0,mike pence,Rep,,1481.0,P000587,2.0,,2012.0,5.0,25.0,cand837,2012.0,michael richard pence,indiana,4.0,0.9400882,,,
7167,indiana,0.0,mitch daniels,Gov,,1482.0,,5.0,,2012.0,421.0,26.0,cand68884865,2012.0,mitch for governor campaign committee,indiana,60.0,0.86213565,,,
7168,indiana,4.0,peter j. visclosky,Rep,,1030.0,V000108,2.0,,2012.0,3.0,27.0,cand707,2012.0,peter j visclosky,indiana,3.0,0.9951497,,,
7169,indiana,1.0,peter visclosky,Rep,House,1030.0,V000108,8.0,,2012.0,44.0,28.0,cand707,2012.0,peter j visclosky,indiana,3.0,0.9892444,,,
7170,indiana,0.0,richard g. lugar,Sen,,1485.0,L000504,3.0,,2012.0,416.0,29.0,cand384,2012.0,richard g lugar,indiana,0.0,0.96926486,,,
7171,indiana,0.0,richard mourdock,Sen,,1486.0,,2.0,,2012.0,415.0,30.0,cand54557,2012.0,richard e mourdock,indiana,52.0,0.9631278,,,
7172,indiana,5.0,scott reske,Rep,,1488.0,,2.0,,2012.0,47.0,31.0,cand42105,2012.0,scott eric reske,indiana,31.0,0.95136166,,,
7173,indiana,9.0,shelli yoder,Rep,,1490.0,,3.0,,2012.0,48.0,32.0,cand42176,2012.0,shelli yoder,indiana,47.0,0.99997056,,,
7174,indiana,7.0,"solomon ortiz, sr.",Rep,,1491.0,O000107,1.0,,2012.0,1.0,33.0,cand42106,2012.0,john r jack lugar jr,indiana,32.0,0.8212421,,,
7175,indiana,4.0,steve buyer,Rep,,1492.0,B001203,6.0,,2012.0,35.0,34.0,cand36625,2012.0,matt strittmatter,indiana,16.0,0.8035735,,,
7176,indiana,5.0,susan brooks,Rep,House,1493.0,B001284,8.0,,2012.0,47.0,35.0,cand42104,2012.0,susan brooks,indiana,30.0,0.99999875,,,
7177,indiana,4.0,tara nelson,Rep,,1496.0,,2.0,,2012.0,53.0,36.0,cand36597,2012.0,tara e nelson,indiana,28.0,0.9626171,,,
7178,indiana,7.0,tim murphy,Rep,,3281.0,M001151,1.0,,2012.0,1.0,37.0,cand36610,2012.0,michael b murphy,indiana,15.0,0.907425,,,
7179,indiana,4.0,todd rokita,Rep,House,1502.0,R000592,11.0,,2012.0,52.0,38.0,cand1122,2012.0,theodore edward rokita,indiana,13.0,0.8999547,,,
7180,indiana,6.0,todd young,Rep,,1501.0,Y000064,2.0,,2012.0,17.0,39.0,cand1124,2012.0,todd christopher young,indiana,20.0,0.93203366,,,
7181,indiana,6.0,william posey,Rep,,864.0,P000599,1.0,,2012.0,1.0,40.0,cand50641,2012.0,william gould frazier,indiana,49.0,0.8259205,,,
7182,arkansas,2.0,"allen boyd, jr.",Rep,,195.0,B000716,1.0,,2012.0,1.0,0.0,cand34905,2012.0,david alan boling,arkansas,10.0,0.84052634,,,
7183,arkansas,4.0,gene jeffress,Rep,,209.0,,2.0,,2012.0,37.0,1.0,cand159431,2012.0,gene jeffress,arkansas,23.0,1.0,,,
7184,arkansas,2.0,herb rule,Rep,,211.0,,2.0,,2012.0,40.0,2.0,cand40172,2012.0,herb c rule iii,arkansas,19.0,0.91905665,,,
7185,arkansas,0.0,john boozman,Sen,Senate,215.0,B001236,11.0,,2012.0,166.0,3.0,cand821,2012.0,john boozman,arkansas,0.0,1.0000002,,,
7186,arkansas,3.0,ken aden,Rep,,218.0,,2.0,,2012.0,23.0,4.0,cand40192,2012.0,kenneth wade aden,arkansas,20.0,0.89448076,,,
7187,arkansas,1.0,marion berry,Rep,,220.0,B000420,6.0,,2012.0,33.0,5.0,cand40199,2012.0,marcus edward richmond,arkansas,22.0,0.80881333,,,
7188,arkansas,0.0,mark l. pryor,Sen,,221.0,P000590,4.0,,2012.0,165.0,6.0,cand1574,2012.0,mark l pryor,arkansas,2.0,0.9832289,,,
7189,arkansas,4.0,michael ross,Rep,,224.0,R000573,2.0,,2012.0,1.0,7.0,cand822,2012.0,michael avery ross,arkansas,1.0,0.9274818,,,
7190,arkansas,0.0,mike beebe,Gov,,223.0,,8.0,,2012.0,170.0,8.0,cand1099,2012.0,steve womack,arkansas,13.0,0.8192762,,,
7191,arkansas,4.0,mike ross,Rep,,224.0,R000573,7.0,,2012.0,26.0,9.0,cand822,2012.0,michael avery ross,arkansas,1.0,0.89124715,,,
7192,arkansas,1.0,rick crawford,Rep,House,228.0,C001087,11.0,,2012.0,35.0,10.0,cand1097,2012.0,eric alan rick crawford,arkansas,3.0,0.9055891,,,
7193,arkansas,3.0,roy blunt,Rep,,230.0,B000575,1.0,,2012.0,1.0,11.0,cand34902,2012.0,robert dale wills jr,arkansas,8.0,0.78235805,,,
7194,arkansas,1.0,scott ellington,Rep,,231.0,,2.0,,2012.0,35.0,12.0,cand40167,2012.0,scott a ellington,arkansas,18.0,0.98124963,,,
7195,arkansas,3.0,steve womack,Rep,House,233.0,W000809,11.0,,2012.0,53.0,13.0,cand1099,2012.0,steve womack,arkansas,13.0,1.0,,,
7196,arkansas,1.0,tammy baldwin,Rep,,3817.0,B001230,1.0,,2012.0,1.0,14.0,cand34905,2012.0,david alan boling,arkansas,10.0,0.81750035,,,
7197,arkansas,2.0,tim griffin,Rep,House,234.0,G000567,6.0,,2012.0,42.0,15.0,cand1098,2012.0,john timothy griffin,arkansas,6.0,0.9387201,,,
7198,arkansas,4.0,tom cotton,Rep,House,235.0,C001095,4.0,,2012.0,37.0,16.0,cand189537,2012.0,thomas cotton,arkansas,21.0,0.9216567,,,
7199,arkansas,2.0,victor snyder,Rep,,236.0,S000672,2.0,,2012.0,37.0,17.0,cand40202,2012.0,daniel cochran morrison,arkansas,25.0,0.80109304,,,
7200,arkansas,3.0,zachary space,Rep,,239.0,S001173,1.0,,2012.0,1.0,18.0,cand122917,2012.0,david jeffrey whitaker,arkansas,12.0,0.78119254,,,
7201,vermont,0.0,bernie sanders,Sen,,3799.0,S000033,8.0,,2010.0,94.0,0.0,cand1235,2010.0,bernard sanders,vermont,7.0,0.962435,,,
7202,vermont,0.0,jim douglas,Gov,,3801.0,,1.0,,2010.0,97.0,1.0,cand114700,2010.0,douglas a racine,vermont,13.0,0.85459596,,,
7203,vermont,0.0,len britton,Sen,,3805.0,,1.0,,2010.0,94.0,2.0,cand104254,2010.0,leonard wheeler britton,vermont,6.0,0.88744974,,,
7204,vermont,0.0,patrick leahy,Sen,,3809.0,L000174,12.0,,2010.0,94.0,3.0,cand310,2010.0,patrick j leahy,vermont,0.0,0.970522,,,
7205,vermont,0.0,paul beaudry,Rep,,3810.0,,1.0,,2010.0,96.0,4.0,cand39841,2010.0,paul beaudry,vermont,2.0,1.0,,,
7206,vermont,0.0,peter welch,Rep,,1031.0,W000800,5.0,,2010.0,94.0,5.0,cand1014,2010.0,peter welch,vermont,1.0,1.0000002,,,
7207,michigan,9.0,anna eshoo,Rep,,259.0,E000215,1.0,,2012.0,1.0,0.0,cand42806,2012.0,karen e jacobsen,michigan,49.0,0.8144067,,,
7208,michigan,1.0,bart stupak,Rep,,273.0,S001045,6.0,,2012.0,35.0,1.0,cand1299,2012.0,bart stupak,michigan,13.0,0.99999744,,,
7209,michigan,11.0,betty sutton,Rep,,1921.0,S001174,1.0,,2012.0,1.0,2.0,cand1458,2012.0,debbie stabenow,michigan,15.0,0.8112172,,,
7210,michigan,1.0,bill huizenga,Rep,,1922.0,H001058,2.0,,2012.0,4.0,3.0,cand1133,2012.0,william p huizenga,michigan,19.0,0.9227237,,,
7211,michigan,2.0,brad ellsworth,Rep,,1432.0,E000289,1.0,,2012.0,1.0,4.0,cand1299,2012.0,bart stupak,michigan,13.0,0.8149913,,,
7212,michigan,9.0,candice miller,Rep,,1927.0,M001150,1.0,,2012.0,2.0,5.0,cand897,2012.0,candice s miller,michigan,6.0,0.9816621,,,
7213,michigan,9.0,candice s. miller,Rep,,1927.0,M001150,2.0,,2012.0,4.0,6.0,cand897,2012.0,candice s miller,michigan,6.0,0.99155843,,,
7214,michigan,0.0,carl levin,Sen,Senate,1929.0,L000261,10.0,,2012.0,672.0,7.0,cand481,2012.0,carl levin,michigan,2.0,1.0000002,,,
7215,michigan,7.0,carolyn kilpatrick,Rep,,1930.0,K000180,1.0,,2012.0,1.0,8.0,cand1459,2012.0,carolyn cheeks kilpatrick,michigan,16.0,0.95006704,,,
7216,michigan,10.0,chuck stadler,Rep,,1936.0,,4.0,,2012.0,45.0,9.0,cand1458,2012.0,debbie stabenow,michigan,15.0,0.83224624,,,
7217,michigan,12.0,connie mack,Rep,,887.0,M001155,1.0,,2012.0,1.0,10.0,cand37133,2012.0,gary j mcdowell,michigan,18.0,0.82530856,,,
7218,michigan,12.0,cynthia kallgren,Rep,,1937.0,,2.0,,2012.0,33.0,11.0,cand119923,2012.0,cynthia kallgren,michigan,51.0,1.0000001,,,
7219,michigan,3.0,dale kildee,Rep,,1938.0,K000172,1.0,,2012.0,1.0,12.0,cand342,2012.0,dale e kildee,michigan,1.0,0.93055725,,,
7220,michigan,1.0,dan benishek,Rep,House,1939.0,B001271,8.0,,2012.0,51.0,13.0,cand1132,2012.0,daniel j benishek,michigan,17.0,0.94221175,,,
7221,michigan,5.0,dan kildee,Rep,House,1941.0,K000380,9.0,,2012.0,58.0,14.0,cand342,2012.0,dale e kildee,michigan,1.0,0.9209549,,,
7222,michigan,1.0,dave camp,Rep,,1943.0,C000071,2.0,,2012.0,12.0,15.0,cand1212,2012.0,david lee camp,michigan,12.0,0.9139855,,,
7223,michigan,2.0,david camp,Rep,,1943.0,C000071,1.0,,2012.0,1.0,16.0,cand1212,2012.0,david lee camp,michigan,12.0,0.93946934,,,
7224,michigan,0.0,debbie stabenow,Sen,,1948.0,S000770,14.0,,2012.0,669.0,17.0,cand1458,2012.0,debbie stabenow,michigan,15.0,0.9999987,,,
7225,michigan,4.0,debra freidell wirth,Rep,,1949.0,,2.0,,2012.0,56.0,18.0,cand119917,2012.0,debra freidell wirth,michigan,34.0,0.9999972,,,
7226,michigan,9.0,don volaric,Rep,,1955.0,,2.0,,2012.0,52.0,19.0,cand37283,2012.0,donald cecil volaric,michigan,28.0,0.90231174,,,
7227,michigan,3.0,fred upton,Rep,,1861.0,U000031,1.0,,2012.0,1.0,20.0,cand758,2012.0,frederick stephen upton,michigan,4.0,0.91574603,,,
7228,michigan,6.0,frederick upton,Rep,,1861.0,U000031,2.0,,2012.0,1.0,21.0,cand758,2012.0,frederick stephen upton,michigan,4.0,0.95619035,,,
7229,michigan,1.0,gary mcdowell,Rep,,1964.0,,3.0,,2012.0,51.0,22.0,cand37133,2012.0,gary j mcdowell,michigan,18.0,0.9551846,,,
7230,michigan,8.0,gary peters,Rep,,1965.0,P000595,2.0,,2012.0,8.0,23.0,cand1050,2012.0,gary peters,michigan,10.0,0.99999607,,,
7231,michigan,9.0,hansen clarke,Rep,,1970.0,C001085,1.0,,2012.0,1.0,24.0,cand1135,2012.0,hansen clarke,michigan,30.0,0.999998,,,
7232,michigan,13.0,harry t. sawicki,Rep,,1971.0,,2.0,,2012.0,31.0,25.0,cand42733,2012.0,james slezak,michigan,35.0,0.837813,,,
7233,michigan,5.0,"henry brown, jr.",Rep,,1972.0,B001235,1.0,,2012.0,1.0,26.0,cand53,2012.0,john conyers jr,michigan,0.0,0.82666963,,,
7234,michigan,5.0,jim slezak,Rep,,1987.0,,2.0,,2012.0,58.0,27.0,cand42733,2012.0,james slezak,michigan,35.0,0.96038,,,
7235,michigan,6.0,"joe donnelly, sr.",Rep,,1457.0,D000607,1.0,,2012.0,1.0,28.0,cand53,2012.0,john conyers jr,michigan,0.0,0.8317,,,
7236,michigan,13.0,"john conyers, jr",Rep,,1989.0,C000714,2.0,,2012.0,32.0,29.0,cand53,2012.0,john conyers jr,michigan,0.0,0.9937582,,,
7237,michigan,9.0,"john conyers, jr.",Rep,,1989.0,C000714,1.0,,2012.0,1.0,30.0,cand53,2012.0,john conyers jr,michigan,0.0,0.98948294,,,
7238,michigan,7.0,john d. dingell,Rep,,1338.0,D000355,2.0,,2012.0,15.0,31.0,cand1188,2012.0,john d dingell,michigan,11.0,0.9884096,,,
7239,michigan,12.0,john dingell,Rep,,1338.0,D000355,4.0,,2012.0,4.0,32.0,cand1188,2012.0,john d dingell,michigan,11.0,0.9653006,,,
7240,michigan,14.0,john hauler,Rep,,1990.0,,2.0,,2012.0,29.0,33.0,cand37321,2012.0,john raymond hauler,michigan,31.0,0.91772175,,,
7241,michigan,2.0,justin amash,Rep,,1997.0,A000367,2.0,,2012.0,23.0,34.0,cand1134,2012.0,justin amash,michigan,22.0,0.9999969,,,
7242,michigan,10.0,keith ellison,Rep,,1998.0,E000288,1.0,,2012.0,1.0,35.0,cand342,2012.0,dale e kildee,michigan,1.0,0.82263595,,,
7243,michigan,11.0,kerry bentivolio,Rep,House,1999.0,B001280,5.0,,2012.0,49.0,36.0,cand42792,2012.0,kerry bentivolio,michigan,45.0,0.99999756,,,
7244,michigan,7.0,kurt r. haskell,Rep,,2003.0,,2.0,,2012.0,47.0,37.0,cand42749,2012.0,kurt richard haskell,michigan,38.0,0.9408931,,,
7245,michigan,8.0,lance enderle,Rep,,2004.0,,3.0,,2012.0,50.0,38.0,cand37226,2012.0,lance l enderle,michigan,25.0,0.98860204,,,
7246,michigan,2.0,mark kirk,Rep,,1359.0,K000360,1.0,,2012.0,1.0,39.0,cand42807,2012.0,daniel marcin,michigan,50.0,0.8260398,,,
7247,michigan,3.0,mark schauer,Rep,,525.0,S001178,1.0,,2012.0,11.0,40.0,cand1049,2012.0,mark hamilton schauer,michigan,9.0,0.90055764,,,
7248,michigan,6.0,mike o'brien,Rep,,2017.0,,2.0,,2012.0,51.0,41.0,cand42741,2012.0,michael dennis obrien,michigan,37.0,0.90281904,,,
7249,michigan,4.0,mike rogers,Rep,,2015.0,R000572,2.0,,2012.0,5.0,42.0,cand840,2012.0,michael j rogers,michigan,5.0,0.95301825,,,
7250,michigan,0.0,pete hoekstra,Sen,,2025.0,H000676,2.0,,2012.0,671.0,43.0,cand1300,2012.0,peter hoekstra,michigan,14.0,0.96357274,,,
7251,michigan,1.0,peter hoekstra,Rep,,2025.0,H000676,1.0,,2012.0,4.0,44.0,cand1300,2012.0,peter hoekstra,michigan,14.0,0.9999665,,,
7252,michigan,0.0,rick snyder,Gov,,2029.0,,10.0,,2012.0,684.0,45.0,cand180582,2012.0,rick snyder,michigan,64.0,0.9999969,,,
7253,michigan,4.0,sander 'sandy' levin,Rep,,2035.0,L000263,1.0,,2012.0,1.0,46.0,cand619,2012.0,sander levin,michigan,3.0,0.95939624,,,
7254,michigan,9.0,sander levin,Rep,,2035.0,L000263,7.0,,2012.0,51.0,47.0,cand619,2012.0,sander levin,michigan,3.0,1.0000001,,,
7255,michigan,3.0,steve pestka,Rep,,2037.0,,2.0,,2012.0,58.0,48.0,cand42703,2012.0,steve pestka,michigan,33.0,1.0,,,
7256,michigan,11.0,syed taj,Rep,,2039.0,,2.0,,2012.0,50.0,49.0,cand42790,2012.0,syed taj,michigan,43.0,1.0000001,,,
7257,michigan,1.0,thaddeus mccotter,Rep,,1412.0,M001147,1.0,,2012.0,1.0,50.0,cand898,2012.0,thaddeus g mccotter,michigan,7.0,0.9905404,,,
7258,michigan,3.0,tim walberg,Rep,,2043.0,W000798,2.0,,2012.0,10.0,51.0,cand989,2012.0,timothy l walberg,michigan,8.0,0.9335253,,,
7259,michigan,2.0,vernon ehlers,Rep,,2047.0,E000092,1.0,,2012.0,27.0,52.0,cand69923,2012.0,virgil bernero,michigan,68.0,0.8236659,,,
7260,colorado,0.0,bill ritter,Gov,,684.0,,2.0,,2010.0,1036.0,0.0,cand29061,2010.0,bill ritter jr,colorado,51.0,0.968971,,,
7261,colorado,4.0,cory gardner,Rep,House,694.0,G000562,5.0,,2010.0,152.0,1.0,cand1103,2010.0,cory scott rep gardner,colorado,21.0,0.9408501,,,
7262,colorado,1.0,diana degette,Rep,House,699.0,D000197,15.0,,2010.0,141.0,2.0,cand1436,2010.0,diana louise degette,colorado,7.0,0.95196855,,,
7263,colorado,5.0,douglas lamborn,Rep,,116.0,L000564,2.0,,2010.0,134.0,3.0,cand163454,2010.0,douglas l lamborn,colorado,2.0,0.99168766,,,
7264,colorado,7.0,edwin perlmutter,Rep,,702.0,P000593,2.0,,2010.0,139.0,4.0,cand69006945,2010.0,edwin g perlmutter,colorado,3.0,0.9846177,,,
7265,colorado,4.0,elizabeth markey,Rep,,685.0,M001172,2.0,,2010.0,151.0,5.0,cand1032,2010.0,elizabeth helen markey,colorado,5.0,0.96503395,,,
7266,colorado,2.0,jared polis,Rep,House,711.0,P000598,13.0,,2010.0,148.0,6.0,cand1031,2010.0,jared polis,colorado,4.0,0.99999785,,,
7267,colorado,6.0,john flerlage,Rep,,719.0,,1.0,,2010.0,181.0,7.0,cand35700,2010.0,john flerlage,colorado,23.0,1.0000001,,,
7268,colorado,3.0,john salazar,Rep,House,721.0,S001158,4.0,,2010.0,131.0,8.0,cand163460,2010.0,john t salazar,colorado,1.0,0.9569813,,,
7269,colorado,0.0,ken buck,Sen,,725.0,B001297,1.0,,2010.0,487.0,9.0,cand186507,2010.0,kenneth r buck,colorado,32.0,0.9160938,,,
7270,colorado,0.0,kenneth buck,Sen,,725.0,B001297,1.0,,2010.0,534.0,10.0,cand186507,2010.0,kenneth r buck,colorado,32.0,0.98360306,,,
7271,colorado,5.0,kevin bradley,Rep,,727.0,,1.0,,2010.0,131.0,11.0,cand186507,2010.0,kenneth r buck,colorado,32.0,0.8226028,,,
7272,colorado,0.0,mark udall,Sen,Senate,733.0,U000038,9.0,,2010.0,1024.0,12.0,cand1510,2010.0,mark e udall,colorado,8.0,0.9626138,,,
7273,colorado,0.0,michael bennet,Sen,,735.0,B001267,6.0,,2010.0,531.0,13.0,cand1598,2010.0,michael f bennet,colorado,10.0,0.98416424,,,
7274,colorado,0.0,michael f. bennet,Sen,Senate,735.0,B001267,7.0,,2010.0,489.0,14.0,cand1598,2010.0,michael f bennet,colorado,10.0,0.99117273,,,
7275,colorado,1.0,michael fallon,Rep,,736.0,,1.0,,2010.0,143.0,15.0,cand35634,2010.0,michael peter fallon,colorado,13.0,0.9562272,,,
7276,colorado,6.0,mike coffman,Rep,House,165.0,C001077,13.0,,2010.0,187.0,16.0,cand1033,2010.0,mike coffman,colorado,6.0,0.9999967,,,
7277,colorado,7.0,ryan frazier,Rep,,743.0,,1.0,,2010.0,141.0,17.0,cand35704,2010.0,ryan l frazier,colorado,26.0,0.9613389,,,
7278,colorado,3.0,scott tipton,Rep,House,746.0,T000470,11.0,,2010.0,134.0,18.0,cand1102,2010.0,scott r tipton,colorado,29.0,0.9649339,,,
7279,colorado,2.0,stephen bailey,Rep,,750.0,,1.0,,2010.0,149.0,19.0,cand35652,2010.0,stephen bailey,colorado,15.0,0.9997288,,,
7280,wyoming,0.0,charlie hardy,Sen,,4101.0,,2.0,,2014.0,18.0,0.0,cand148259,2014.0,charles e hardy,wyoming,5.0,0.94197935,,,
7281,wyoming,1.0,cynthia lummis,Rep,,1210.0,L000571,6.0,,2014.0,18.0,1.0,cand1080,2014.0,cynthia m lummis,wyoming,0.0,0.9735459,,,
7282,wyoming,0.0,john barrasso,Sen,,4110.0,B001261,13.0,,2014.0,17.0,2.0,cand1588,2014.0,john a barrasso,wyoming,1.0,0.98196787,,,
7283,wyoming,0.0,matt mead,Gov,,4114.0,,10.0,,2014.0,18.0,3.0,cand119180,2014.0,mead,wyoming,8.0,0.8993231,,,
7284,wyoming,0.0,mike enzi,Sen,,4116.0,E000285,9.0,,2014.0,18.0,4.0,cand1638,2014.0,michael bradley enzi,wyoming,2.0,0.9107542,,,
7285,wyoming,1.0,richard grayson,Rep,,4119.0,,2.0,,2014.0,18.0,5.0,cand148259,2014.0,charles e hardy,wyoming,5.0,0.8147594,,,
7286,utah,2.0,charlene albarran,Rep,,3760.0,,1.0,,2016.0,151.0,0.0,cand134927,2016.0,charlene mcarthur albarran,utah,12.0,0.9597443,,,
7287,utah,2.0,chris stewart,Rep,House,3762.0,S001192,9.0,,2016.0,152.0,1.0,cand45267,2016.0,chris stewart,utah,3.0,1.0000002,,,
7288,utah,4.0,doug owens,Rep,,3767.0,,3.0,,2016.0,132.0,2.0,cand186870,2016.0,h douglas owens,utah,8.0,0.9380501,,,
7289,utah,0.0,gary herbert,Gov,,3768.0,,12.0,,2016.0,531.0,3.0,cand48876,2016.0,gary r herbert,utah,14.0,0.9558724,,,
7290,utah,3.0,jason chaffetz,Rep,House,423.0,C001076,11.0,,2016.0,121.0,4.0,cand1076,2016.0,jason chaffetz,utah,2.0,1.0000002,,,
7291,utah,4.0,mia love,Rep,,3780.0,L000584,8.0,,2016.0,132.0,5.0,cand45302,2016.0,mia love,utah,4.0,1.0,,,
7292,utah,0.0,mike lee,Sen,Senate,3781.0,L000577,11.0,,2016.0,527.0,6.0,cand1607,2016.0,mike lee,utah,9.0,1.0000001,,,
7293,utah,0.0,misty k. snow,Sen,,3782.0,,1.0,,2016.0,523.0,7.0,cand137963,2016.0,misty k snow,utah,13.0,0.9901955,,,
7294,utah,0.0,orrin hatch,Sen,,3786.0,H000338,13.0,,2016.0,523.0,8.0,cand382,2016.0,orrin grant hatch,utah,0.0,0.9671875,,,
7295,utah,1.0,peter c. clemens,Rep,,3788.0,,1.0,,2016.0,123.0,9.0,cand45267,2016.0,chris stewart,utah,3.0,0.81890446,,,
7296,utah,1.0,rob bishop,Rep,,3789.0,B001250,11.0,,2016.0,123.0,10.0,cand923,2016.0,robert william bishop,utah,1.0,0.923616,,,
7297,utah,3.0,stephen p. tryon,Rep,,3795.0,,1.0,,2016.0,120.0,11.0,cand186869,2016.0,stephen p tryon,utah,7.0,0.9882098,,,
7298,new york,13.0,adriano espaillat,Rep,,2525.0,E000297,3.0,,2022.0,119.0,0.0,cand85184,2022.0,adriano espaillat,new york,63.0,0.9999982,,,
7299,new york,14.0,alexandria ocasio-cortez,Rep,House,2529.0,O000172,1.0,,2022.0,97.0,1.0,cand140679,2022.0,alexandria ocasio cortez,new york,12.0,0.9743357,,,
7300,new york,1.0,andrew garbarino,Rep,,2537.0,G000597,0.0,,2022.0,4.0,2.0,cand153413,2022.0,andrew garbarino,new york,125.0,0.99999833,,,
7301,new york,4.0,anthony d'esposito,Rep,House,4381.0,D000632,0.0,,2022.0,99.0,3.0,cand157226,2022.0,anthony p desposito,new york,86.0,0.9379813,,,
7302,new york,10.0,benine hamdan,Rep,,4382.0,,0.0,,2022.0,185.0,4.0,cand212455,2022.0,benine hamdan,new york,80.0,0.9999976,,,
7303,new york,22.0,brandon williams,Rep,House,4383.0,W000828,0.0,,2022.0,164.0,5.0,cand157352,2022.0,brandon mcdonald williams,new york,38.0,0.9379354,,,
7304,new york,1.0,brian higgins,Rep,,1850.0,H001038,0.0,,2022.0,1.0,6.0,cand942,2022.0,brian higgins,new york,18.0,0.9999985,,,
7305,new york,1.0,bridget fleming,Rep,,4384.0,,0.0,,2022.0,119.0,7.0,cand126740,2022.0,bridget fleming,new york,127.0,0.9999982,,,
7306,new york,10.0,carolyn maloney,Rep,,2548.0,M000087,1.0,,2022.0,41.0,8.0,cand13182,2022.0,carolyn b maloney,new york,61.0,0.9723827,,,
7307,new york,4.0,chris jacobs,Rep,,2555.0,J000020,0.0,,2022.0,1.0,9.0,cand149293,2022.0,christopher l jacobs,new york,112.0,0.9577326,,,
7308,new york,0.0,chuck schumer,Sen,,2550.0,S000148,6.0,,2022.0,3716.0,10.0,cand545,2022.0,charles e schumer,new york,0.0,0.94250846,,,
7309,new york,19.0,claudia tenney,Rep,,2558.0,T000478,0.0,,2022.0,84.0,11.0,cand84800,2022.0,claudia tenney,new york,20.0,0.999879,,,
7310,new york,18.0,colin schmitt,Rep,,4385.0,,0.0,,2022.0,121.0,12.0,cand126630,2022.0,colin j schmitt,new york,51.0,0.9839358,,,
7311,new york,10.0,dan goldman,Rep,,4386.0,G000599,0.0,,2022.0,185.0,13.0,cand157240,2022.0,daniel goldman,new york,73.0,0.9435482,,,
7312,new york,21.0,elise stefanik,Rep,,2589.0,S001196,6.0,,2022.0,157.0,14.0,cand161330,2022.0,elise m stefanik,new york,21.0,0.99053705,,,
7313,new york,22.0,francis conole,Rep,,4387.0,,0.0,,2022.0,163.0,15.0,cand148376,2022.0,francis conole,new york,114.0,0.9999978,,,
7314,new york,3.0,george santos,Rep,House,2603.0,S001222,0.0,,2022.0,96.0,16.0,cand153422,2022.0,george anthony devolder santos,new york,123.0,0.9038924,,,
7315,new york,6.0,grace meng,Rep,House,2605.0,M001188,9.0,,2022.0,93.0,17.0,cand43796,2022.0,grace meng,new york,84.0,0.9999967,,,
