bonica.rid,year,candidate,state
cand218522,2024,trisha calvarese,colorado
cand163347,2024,mike lynch,colorado
cand218519,2024,ted harvey,colorado
cand218517,2024,jerry sonnenberg,colorado
cand163071,2024,richard holtorf,colorado
cand215810,2024,deborah flora,colorado
cand218513,2024,trent lane leisy,colorado
cand215804,2024,karen r breslin,colorado
cand218511,2024,john j padora jr,colorado
cand186507,2024,kenneth r buck,colorado
cand218509,2024,david vann whitley,colorado
cand218507,2024,lew webb,colorado
cand163228,2024,stephen a varela,colorado
cand163120,2024,ron hanks,colorado
cand218497,2024,curtis m mccrackin,colorado
cand218496,2024,jeffrey hurd,colorado
cand218494,2024,anna marie stout,colorado
cand218492,2024,russ albert andrews,colorado
cand218489,2024,debby burnett,colorado
cand218484,2024,valdamar archuleta,colorado
cand218483,2024,morgan law,colorado
cand218475,2024,margarita wilkinson,california
cand218474,2024,kate m monroe,california
cand162469,2024,matt gunderson,california
cand218472,2024,sheryl adams,california
cand218471,2024,michael craig simon,california
cand218470,2024,whitney shanahan,california
cand218466,2024,terry lawrence crandall,california
cand218465,2024,boyd roberts,california
cand218463,2024,thomas pierce mcgrath,california
cand218458,2024,max ukropina,california
cand218456,2024,joanna weiss,california
cand218454,2024,dom jones,california
cand151641,2024,dave min,california
cand218452,2024,david pan,california
cand218451,2024,derek tran,california
cand218449,2024,jimmy d pham,california
cand218448,2024,cheyenne hunt,california
cand149849,2024,aditya pai,california
cand218446,2024,kim nguyen,california
cand218443,2024,david knight,california
cand144593,2024,john briscoe,california
cand211008,2024,joaquin beltran,california
cand160413,2024,timothy j sheridan,california
cand218437,2024,allyson damikolas,california
cand218436,2024,joseph kerr,california
cand218435,2024,david serpa,california
cand218428,2024,julia hashemieh,california
cand218426,2024,vijal suthar,california
cand218425,2024,melissa may,california
cand186488,2024,norma torres,california
cand218423,2024,david ferrell,california
cand149843,2024,david kim,california
cand186481,2024,ted lieu,california
cand218413,2024,larry thompson,california
cand141535,2024,gilbert cisneros,california
cand218404,2024,gregory keith hafif,california
cand140109,2024,susan rubio,california
cand139445,2024,mary ann lutz,california
cand145183,2024,bob archuleta,california
cand218395,2024,francesco arreaga,california
cand218394,2024,jirair ratevosian,california
cand218393,2024,sarah idan,california
cand218392,2024,stephen andrae dunwoody,california
cand218391,2024,alex arto balekian,california
cand218387,2024,michael feuer,california
cand218386,2024,anthony portantino,california
cand218384,2024,ben savage,california
cand218383,2024,josh bocanegra,california
cand111677,2024,laura friedman,california
cand218381,2024,nick melvoin,california
cand102226,2024,benito bernal,california
cand161750,2024,luz rivas,california
cand218375,2024,april verlato,california
cand218371,2024,francisco carrillo jr,california
cand218370,2024,george whitesides,california
cand218369,2024,chris anstead,california
cand218366,2024,michael koslow,california
cand218364,2024,oscar ortiz,california
cand218363,2024,miguel chapa,california
cand162510,2024,ian weeks,california
cand218361,2024,ceci truman,california
cand218359,2024,thomas cole,california
cand1195,2024,maxine waters,california
cand151560,2024,melissa hurtado,california
cand218346,2024,kyle r kirkland,california
cand210909,2024,matthew stoll,california
cand218343,2024,michael boudreaux,california
cand218342,2024,vince fong,california
cand210879,2024,david anthony giglio,california
cand218338,2024,johnathon burrows,california
cand218337,2024,jesus andy morales,california
cand218336,2024,sean jacob dougherty,california
cand218335,2024,jason anderson,california
cand218334,2024,charlene concepcion nijmeh,california
cand218330,2024,anita s chen,california
cand155856,2024,greg lin tanaka,california
cand218327,2024,julie lythcott haims,california
cand218326,2024,ahmed mostafa,california
cand218325,2024,peter dixon,california
cand218324,2024,evan low,california
cand218322,2024,sam t liccardo,california
cand218320,2024,joby bernstein,california
cand137272,2024,peter i ohtaki,california
cand218317,2024,anna cheng kramer,california
cand218314,2024,vin kruttiventi,california
cand213408,2024,brad boyd,california
cand218312,2024,abdur r sikder,california
cand218308,2024,jennifer tran,california
cand218307,2024,tim sanchez,california
cand186453,2024,tony daysog,california
cand218305,2024,lateefah simon,california
cand45892,2024,rohit khanna,california
cand218300,2024,bruce c lou,california
cand218296,2024,joseph j sweeney,california
cand218295,2024,katherine piccinini,california
cand218294,2024,nolan chen,california
cand218292,2024,john mcbride,california
cand218291,2024,kevin j lincoln jr,california
cand218290,2024,brett r dood,california
cand218289,2024,david mandel,california
cand218283,2024,raymond a riehle,california
cand218282,2024,craig deluz,california
cand218277,2024,john munn,california
cand218272,2024,tief gibbs jensen,california
cand218263,2024,rose penelope yee,california
cand218254,2024,quacy l smith,arizona
cand218250,2024,trent franks,arizona
cand160325,2024,ben toma,arizona
cand159787,2024,anthony kern,arizona
cand215747,2024,blake masters,arizona
cand160124,2024,abraham hamadeh,arizona
cand218244,2024,gregory whitten,arizona
cand210773,2024,jeremy spreitzer,arizona
cand218241,2024,daniel butierez,arizona
cand210732,2024,kathleen winn,arizona
cand218237,2024,john robert odonnell,arizona
cand1096,2024,david s schweikert,arizona
cand218235,2024,katrina schaffner,arizona
cand218231,2024,m zuhdi jasser,arizona
cand218228,2024,jesus david mendoza,arizona
cand218227,2024,duane m wooten,arizona
cand218226,2024,laura pastor,arizona
cand218225,2024,ylenia aguilar,arizona
cand133440,2024,raquel teran,arizona
cand218223,2024,yassamin ansari,arizona
cand218221,2024,jack smith,arizona
cand218220,2024,jonathan michael nez,arizona
cand218219,2024,lindsay bowe,arizona
cand218218,2024,robert backie,arizona
cand218214,2024,kimberly george,arizona
cand218209,2024,conor ocallaghan,arizona
cand218207,2024,marlene galan woods,arizona
cand218206,2024,kurt kroemer,arizona
cand218205,2024,andrei cherny,arizona
cand159856,2024,amish shah,arizona
cand218203,2024,andrew horne,arizona
cand218201,2024,louise lealai kuaea,american samoa
cand45746,2024,aumua amata,american samoa
cand161310,2024,bruce westerman,arkansas
cand218199,2024,clint penzo,arkansas
cand218198,2024,caitlin rae draper mattelin,arkansas
cand218197,2024,marcus jones,arkansas
cand143047,2024,james french hill,arkansas
cand159172,2024,rodney govens,arkansas
cand157465,2024,robin litaker,alabama
cand218188,2024,elizabeth anderson,alabama
cand218186,2024,gerrick dewayne wilkins,alabama
cand143041,2024,gary palmer,alabama
cand157205,2024,napoleon bracy,alabama
cand218175,2024,caroleene dobson,alabama
cand218173,2024,wallace gilberry,alabama
cand218172,2024,juandalynn givan,alabama
cand218171,2024,gregory albritton,alabama
cand218170,2024,shomari c figures,alabama
cand218169,2024,anthony daniels,alabama
cand218167,2024,hampton scott harris,alabama
cand218166,2024,dick lansden brewbaker,alabama
cand157567,2024,jeremy gray,alabama
cand218163,2024,merika coleman,alabama
cand157382,2024,thomas bethune holmes,alabama
cand218156,2024,nancy dahlstrom,alaska
cand207491,2024,harriet hageman,wyoming
cand213345,2024,erik olsen,wisconsin
cand213344,2024,charity barry,wisconsin
cand45555,2024,mark pocan,wisconsin
cand45500,2024,derek kilmer,washington
cand213304,2024,jerrod sessler,washington
cand157279,2024,marie gluesenkamp perez,washington
cand213298,2024,leslie leigh french,washington
cand213290,2024,joseph kent,washington
cand213284,2024,leif d johnson,washington
cand203817,2024,rebecca becca balint,vermont
cand121712,2024,stacey plaskett,u.s. virgin islands
cand213264,2024,mike clancy,virginia
cand213260,2024,brooke taylor,virginia
cand213233,2024,derrick anderson,virginia
cand157251,2024,jennifer kiggans,virginia
cand203362,2024,herbert carroll jones jr,virginia
cand213199,2024,january walker,utah
cand112698,2024,glenn j wright,utah
cand45267,2024,chris stewart,utah
cand157220,2024,greg casar,texas
cand45198,2024,joaquin castro,texas
cand213136,2024,laura cisneros,texas
cand157180,2024,mayra nohemi flores,texas
cand45177,2024,marc allison veasey,texas
cand45174,2024,roger williams,texas
cand213125,2024,darrell day,texas
cand213119,2024,john charles porro,texas
cand69041670,2024,jasmine crockett,texas
cand217984,2024,sam eppler,texas
cand213067,2024,francisco lopez,texas
cand213031,2024,deliris montanez berrios dmb,texas
cand213025,2024,michelle vallejo,texas
cand44967,2024,randy weber,texas
cand213007,2024,trey hunt,texas
cand157262,2024,morgan joe luttrell,texas
cand212985,2024,jameson ellis,texas
cand212948,2024,ruth torres,texas
cand44815,2024,keith alan self,texas
cand212935,2024,sandeep kumar srivastava,texas
cand1484,2024,pete sessions,texas
cand157273,2024,nathaniel quentin moran,texas
cand44777,2024,david kustoff,tennessee
cand157278,2024,andy ogles,tennessee
cand129170,2024,russell fry,south carolina
cand212837,2024,duke buckner,south carolina
cand212836,2024,gregg dixon,south carolina
cand212833,2024,evangeline hundley,south carolina
cand144790,2024,mark burns,south carolina
cand858,2024,joe the wilson,south carolina
cand1552,2024,james e clyburn,south carolina
cand198955,2024,seth magaziner,rhode island
cand212793,2024,bhavini patel,pennsylvania
cand197443,2024,summer lee,pennsylvania
cand157229,2024,christopher deluzio,pennsylvania
cand44515,2024,matthew a cartwright,pennsylvania
cand212767,2024,shamaine daniels,pennsylvania
cand212766,2024,rick coplen,pennsylvania
cand212761,2024,kevin dellicker,pennsylvania
cand44403,2024,scott perry,pennsylvania
cand212735,2024,ashley ehasz,pennsylvania
cand212728,2024,mike erickson,oregon
cand196677,2024,andrea salinas,oregon
cand157221,2024,lori chavez deremer,oregon
cand196685,2024,valerie hoyle,oregon
cand44313,2024,suzanne bonamici,oregon
cand910,2024,tom cole,oklahoma
cand97100,2024,josh brecheen,oklahoma
cand157268,2024,max miller,ohio
cand212653,2024,matthew diemer,ohio
cand56112,2024,mike carey,ohio
cand121656,2024,david p joyce,ohio
cand157321,2024,emilia sykes,ohio
cand155906,2024,m shontel brown,ohio
cand212602,2024,craig riedel,ohio
cand212600,2024,madison gesiotto gilbert,ohio
cand615,2024,marcy hon mc kaptur,ohio
cand212598,2024,phil heimlich,ohio
cand212579,2024,tamara wilson,ohio
cand44057,2024,joyce beatty,ohio
cand908,2024,michael r rep turner,ohio
cand212571,2024,samantha meadows,ohio
cand44045,2024,brad wenstrup,ohio
cand157255,2024,greg landsman,ohio
cand212550,2024,sarah klee hood,new york
cand212547,2024,steven wesley holden sr,new york
cand157256,2024,nick langworthy,new york
cand157352,2024,brandon mcdonald williams,new york
cand157271,2024,marcus j molinaro,new york
cand193067,2024,michael vincent lawler,new york
cand1316,2024,jerrold l nadler,new york
cand212510,2024,miriam levitt flisser,new york
cand212499,2024,tina forte,new york
cand85184,2024,adriano espaillat,new york
cand157240,2024,daniel goldman,new york
cand43832,2024,hakeem jeffries,new york
cand43796,2024,grace meng,new york
cand212440,2024,paul king,new york
cand157226,2024,anthony p desposito,new york
cand212428,2024,joshua lafazan,new york
cand157254,2024,lalota nick,new york
cand1317,2024,nydia m velazquez,new york
cand43734,2024,daniel mark schwartz,nevada
cand43733,2024,steven alexzander horsford,nevada
cand212389,2024,mark robertson,nevada
cand1184,2024,mark eugene amodei,nevada
cand157347,2024,gabriel vasquez,new mexico
cand212363,2024,louie sanchez,new mexico
cand150624,2024,melanie stansbury,new mexico
cand212332,2024,darius mayfield,new jersey
cand43557,2024,donald m payne jr,new jersey
cand157267,2024,robert j menendez,new jersey
cand212274,2024,matthew jenkins,new jersey
cand212270,2024,gregory sobocinski,new jersey
cand212257,2024,carolyn rush,new jersey
cand212255,2024,timothy alexander,new jersey
cand212253,2024,damon m galdo,new jersey
cand212238,2024,lily tang williams,new hampshire
cand212221,2024,anthony tony vargas,nebraska
cand80198,2024,mike flood,nebraska
cand212213,2024,cara mund,north dakota
cand187055,2024,jeff jackson,north carolina
cand157231,2024,chuck edwards,north carolina
cand212204,2024,pat harrigan,north carolina
cand212195,2024,nalini joseph,north carolina
cand212161,2024,christine villaverde,north carolina
cand43257,2024,richard l hudson jr,north carolina
cand212155,2024,robert christian castelli,north carolina
cand43240,2024,david rouzer,north carolina
cand212146,2024,mary ann contogiannis,north carolina
cand126232,2024,valerie foushee,north carolina
cand212139,2024,robert nicholas hines,north carolina
cand212134,2024,devan barbour iv,north carolina
cand157227,2024,don davis,north carolina
cand212115,2024,sandy roberson,north carolina
cand212094,2024,monica tranel,montana
cand212083,2024,mary todd,montana
cand157232,2024,walter michael ezell,mississippi
cand212068,2024,ron eller,mississippi
cand185082,2024,dianne dodson black,mississippi
cand212057,2024,randi mccallian mccallian,missouri
cand75233,2024,eric burlison,missouri
cand157191,2024,mark alford,missouri
cand212023,2024,bethany mann,missouri
cand42972,2024,ann l wagner,missouri
cand182168,2024,jennifer schultz,minnesota
cand211987,2024,jeanne marie hendricks,minnesota
cand211983,2024,don samuels,minnesota
cand72562,2024,brad finstad,minnesota
cand211936,2024,martell de angelo bivings,michigan
cand144101,2024,john conyers,michigan
cand125723,2024,adam hollier,michigan
cand69035609,2024,shri thanedar,michigan
cand211908,2024,carl j marlinga,michigan
cand141775,2024,john james,michigan
cand155893,2024,brian steven jaye,michigan
cand181835,2024,thomas more barrett,michigan
cand342,2024,daniel t kildee,michigan
cand211875,2024,joseph alfonso,michigan
cand211861,2024,robert james lorinser,michigan
cand211839,2024,mariela roca,maryland
cand176344,2024,david drain wallace jr,maryland
cand560,2024,steny hoyer,maryland
cand42541,2024,glenn ivey,maryland
cand895,2024,c a dutch ruppersberger,maryland
cand839,2024,stephen lynch,massachusetts
cand157169,2024,julia letlow,louisiana
cand42310,2024,troy a carter sr,louisiana
cand211721,2024,maurice randall cravens jr,kentucky
cand42266,2024,thomas h massie,kentucky
cand125112,2024,morgan mcgarvey,kentucky
cand211694,2024,william dakota compton,kentucky
cand119909,2024,esau a freeman,kansas
cand211661,2024,gabriel mathew whitley,indiana
cand171083,2024,cynthia wirth,indiana
cand211648,2024,charles bookwalter,indiana
cand157187,2024,rudy c yakym iii,indiana
cand157312,2024,eric sorensen,illinois
cand157217,2024,nikki budzinski,illinois
cand217180,2024,o kent mercado,illinois
cand211579,2024,susan hathaway altman,illinois
cand41950,2024,bradley s schneider,illinois
cand211550,2024,niki conforti,illinois
cand170076,2024,delia ramirez,illinois
cand193438,2024,robin kelly,illinois
cand157246,2024,jonathan jackson,illinois
cand211499,2024,kaylee jade peterson,idaho
cand211495,2024,ryan michael appleton melton,iowa
cand157277,2024,zach nunn,iowa
cand168387,2024,christina bohannan,iowa
cand57685,2024,jill naomi tokuda,hawaii
cand146287,2024,edward case,hawaii
cand157358,2024,james c moylan,guam
cand211457,2024,marcus flowers,georgia
cand41707,2024,richard w allen,georgia
